,,,,,FIRST,MIDDLE,LAST,SUFFIX,,,
JEWELL,Limestone Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,22,000160
JEWELL,Montana Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,15,000170
JEWELL,Montana Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,19,000170
JEWELL,Odessa Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,7,000180
JEWELL,Prairie Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,15,000190
JEWELL,Prairie Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,50,000190
JEWELL,Richland Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,7,000200
JEWELL,Richland Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,11,000200
JEWELL,Sinclair Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,9,000210
JEWELL,Sinclair Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,7,000210
JEWELL,Vicksburg Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,2,000220
JEWELL,Vicksburg Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,11,000220
JEWELL,Walnut Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,35,000230
JEWELL,Washington Township,Kansas House of Representatives,106,"Levendofsky, Nick  ",Nick,,Levendofsky,,Democratic,10,000240
JEWELL,Washington Township,Kansas House of Representatives,106,"Schwartz, Sharon  ",Sharon,,Schwartz,,Republican,10,000240
JEWELL,White Mound Township,Kansas House of Representatives,109,"Waymaster, Troy L. ",Troy,L.,Waymaster,,Republican,17,000250
,,,,,Craig,,McPherson,,,,
,,,,,Roberta,A.,Eveslage,,,,
,,,,,Keith,,Esau,,,,
,,,,,Robert,,Montgomery,,,,
,,,,,Amanda,,Grosserode,,,,
,,,,,Larry,,Meeker,,,,
,,,,,Michael,,Kerner,,,,
,,,,,Brett,M.,Hildabrand,,,,
,,,,,Milack,,Talia,,,,
,,,,,John,,Rubin,,,,
,,,,,Zachary,,Luea,,,,
,,,,,Stephanie,,Clayton,,,,
,,,,,Amy,A.,Bell,,,,
,,,,,Barbara,,Bollier,,,,
,,,,,Nancy,,Lusk,,,,
,,,,,Marla,,Brems,,,,
,,,,,Dave,,Pack,,,,
,,,,,Kelly,R.,Meigs,,,,
,,,,,Emily,,Perry,,,,
,,,,,Christopher,Kenneth,Waldschmidt,,,,
,,,,,Megan,,England,,,,
,,,,,Melissa,A.,Rooker,,,,
,,,,,Larry,L.,Campbell,,,,
,,,,,Ray,,Merrick,,,,
,,,,,Kelly,L.,Jackson,,,,
,,,,,Jerry,,Lunn,,,,
,,,,,Nancy,,Leiker,,,,
,,,,,James,,Todd,,,,
,,,,,Liz,,Dickinson,,,,
,,,,,Lance,,Kinzer,,,,
,,,,,Pete,,Henderson,,,,
,,,,,Willie,,Dove,,,,
,,,,,Marlys,,Shulda,,,,
,,,,,Charles,,Macheers,,,,
,,,,,Kevin,,King,,,,
,,,,,Bill,,Sutton,,,,
,,,,,Marvin,,Kleeb,,,,
,,,,,Keith,,Mace,,,,
,,,,,John,,Wilson,,,,
,,,,,Scott,,Schwab,,,,
,,,,,Ron,,Ryckman,,,,
,,,,,Tyler,G,Dixon,,,,
,,,,,Arlen,H.,Siegfreid,,,,
,,,,,Rob,,Bruchman,,,,
KEARNY,Deerfield Precinct,Kansas House of Representatives,122,"Jennings, J. Russell ""Russ"" ",J. Russell,"""Russ""",Jennings,,Republican,203,000010
KEARNY,East Hibbard Township,Kansas House of Representatives,122,"Jennings, J. Russell ""Russ"" ",J. Russell,"""Russ""",Jennings,,Republican,47,000020
KEARNY,Hartland Township,Kansas House of Representatives,122,"Jennings, J. Russell ""Russ"" ",J. Russell,"""Russ""",Jennings,,Republican,45,000030
KEARNY,Kendall Township,Kansas House of Representatives,122,"Jennings, J. Russell ""Russ"" ",J. Russell,"""Russ""",Jennings,,Republican,26,000040
KEARNY,Lakin Precinct 1,Kansas House of Representatives,122,"Jennings, J. Russell ""Russ"" ",J. Russell,"""Russ""",Jennings,,Republican,320,000050
KEARNY,Lakin Precinct 2,Kansas House of Representatives,122,"Jennings, J. Russell ""Russ"" ",J. Russell,"""Russ""",Jennings,,Republican,271,000060
KEARNY,Lakin Township,Kansas House of Representatives,122,"Jennings, J. Russell ""Russ"" ",J. Russell,"""Russ""",Jennings,,Republican,84,000070
KEARNY,Southside Township,Kansas House of Representatives,122,"Jennings, J. Russell ""Russ"" ",J. Russell,"""Russ""",Jennings,,Republican,60,000080
KEARNY,West Hibbard Township,Kansas House of Representatives,122,"Jennings, J. Russell ""Russ"" ",J. Russell,"""Russ""",Jennings,,Republican,13,000090
KINGMAN,Allen Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,6,000010
KINGMAN,Allen Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,42,000010
KINGMAN,Belmont Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,5,000020
KINGMAN,Belmont Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,24,000020
KINGMAN,Bennett Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,72,000030
KINGMAN,Bennett Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,186,000030
KINGMAN,Canton Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,3,000040
KINGMAN,Canton Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,40,000040
KINGMAN,Chikaskia Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,13,000050
KINGMAN,Chikaskia Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,41,000050
KINGMAN,Dale Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,18,000060
KINGMAN,Dale Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,58,000060
KINGMAN,Dresden Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,51,000070
KINGMAN,Dresden Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,101,000070
KINGMAN,Eagle Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,6,000080
KINGMAN,Eagle Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,42,000080
KINGMAN,Eureka Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,4,000090
KINGMAN,Eureka Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,48,000090
KINGMAN,Evan Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,41,000100
KINGMAN,Evan Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,197,000100
KINGMAN,Galesburg Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,18,000110
KINGMAN,Galesburg Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,84,000110
KINGMAN,Hoosier Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,14,000120
KINGMAN,Hoosier Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,53,000120
KINGMAN,Kingman Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,8,000130
KINGMAN,Kingman Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,46,000130
KINGMAN,Kingman Ward 1,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,95,00014A
KINGMAN,Kingman Ward 1,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,197,00014A
KINGMAN,Kingman Ward 1 Exclave,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,0,00014B
KINGMAN,Kingman Ward 1 Exclave,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,0,00014B
KINGMAN,Kingman Ward 2,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,117,000150
KINGMAN,Kingman Ward 2,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,333,000150
KINGMAN,Kingman Ward 3,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,46,000160
KINGMAN,Kingman Ward 3,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,124,000160
KINGMAN,Kingman Ward 4,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,55,000170
KINGMAN,Kingman Ward 4,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,155,000170
KINGMAN,Liberty Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,10,000180
KINGMAN,Liberty Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,44,000180
KINGMAN,Ninnescah Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,23,000190
KINGMAN,Ninnescah Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,107,000190
KINGMAN,Peters Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,17,000200
KINGMAN,Peters Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,38,000200
KINGMAN,Richland Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,9,000210
KINGMAN,Richland Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,35,000210
KINGMAN,Rochester Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,21,000220
KINGMAN,Rochester Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,58,000220
KINGMAN,Rural Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,53,000230
KINGMAN,Rural Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,87,000230
KINGMAN,Union Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,8,000240
KINGMAN,Union Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,35,000240
KINGMAN,Valley Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,7,000250
KINGMAN,Valley Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,35,000250
KINGMAN,Vinita Township,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,21,000260
KINGMAN,Vinita Township,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,97,000260
KINGMAN,White Township Part A,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,15,00027A
KINGMAN,White Township Part A,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,57,00027A
KINGMAN,White Township Part A Enclave,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,0,00027B
KINGMAN,White Township Part A Enclave,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,0,00027B
KINGMAN,White Township Part B,Kansas House of Representatives,114,"Moore, Carol  ",Carol,,Moore,,Democratic,14,00027C
KINGMAN,White Township Part B,Kansas House of Representatives,114,"Thimesch, Jack  ",Jack,,Thimesch,,Republican,61,00027C
KIOWA,Belvidere,Kansas House of Representatives,117,"McKinney, Dennis  ",Dennis,,McKinney,,Democratic,16,000010
KIOWA,Belvidere,Kansas House of Representatives,117,"Ewy, John L. ",John,L.,Ewy,,Republican,4,000010
KIOWA,Center I,Kansas House of Representatives,117,"McKinney, Dennis  ",Dennis,,McKinney,,Democratic,277,000020
KIOWA,Center I,Kansas House of Representatives,117,"Ewy, John L. ",John,L.,Ewy,,Republican,48,000020
KIOWA,Center I I,Kansas House of Representatives,117,"McKinney, Dennis  ",Dennis,,McKinney,,Democratic,172,000030
KIOWA,Center I I,Kansas House of Representatives,117,"Ewy, John L. ",John,L.,Ewy,,Republican,27,000030
KIOWA,Haviland,Kansas House of Representatives,117,"McKinney, Dennis  ",Dennis,,McKinney,,Democratic,257,000040
KIOWA,Haviland,Kansas House of Representatives,117,"Ewy, John L. ",John,L.,Ewy,,Republican,139,000040
KIOWA,Mullinville,Kansas House of Representatives,117,"McKinney, Dennis  ",Dennis,,McKinney,,Democratic,176,000050
KIOWA,Mullinville,Kansas House of Representatives,117,"Ewy, John L. ",John,L.,Ewy,,Republican,49,000050
LABETTE,Altamont City Part A,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,0,00001A
LABETTE,Altamont City Part A,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,0,00001A
LABETTE,Canada Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,41,000020
LABETTE,Canada Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,74,000020
LABETTE,Chetopa Ward 1,Kansas House of Representatives,1,"Randall, Grant  ",Grant,,Randall,,Democratic,46,000030
LABETTE,Chetopa Ward 1,Kansas House of Representatives,1,"Houser, Michael  ",Michael,,Houser,,Republican,60,000030
LABETTE,Chetopa Ward 2,Kansas House of Representatives,1,"Randall, Grant  ",Grant,,Randall,,Democratic,56,000040
LABETTE,Chetopa Ward 2,Kansas House of Representatives,1,"Houser, Michael  ",Michael,,Houser,,Republican,55,000040
LABETTE,Chetopa Ward 3,Kansas House of Representatives,1,"Randall, Grant  ",Grant,,Randall,,Democratic,62,000050
LABETTE,Chetopa Ward 3,Kansas House of Representatives,1,"Houser, Michael  ",Michael,,Houser,,Republican,91,000050
LABETTE,Elm Grove Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,152,000060
LABETTE,Elm Grove Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,229,000060
LABETTE,Fairview Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,30,000070
LABETTE,Fairview Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,73,000070
LABETTE,Hackberry Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,62,000080
LABETTE,Hackberry Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,90,000080
LABETTE,Howard Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,69,000090
LABETTE,Howard Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,94,000090
LABETTE,Labette Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,40,000100
LABETTE,Labette Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,138,000100
LABETTE,Liberty Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,40,000110
LABETTE,Liberty Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,142,000110
LABETTE,Montana Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,26,000120
LABETTE,Montana Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,56,000120
LABETTE,Mound Valley Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,113,000130
LABETTE,Mound Valley Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,214,000130
LABETTE,Mount Pleasant Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,184,000140
LABETTE,Mount Pleasant Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,355,000140
LABETTE,Neosho Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,17,000150
LABETTE,Neosho Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,71,000150
LABETTE,North Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,58,00016A
LABETTE,North Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,238,00016A
LABETTE,North Township Enclave,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,0,00016B
LABETTE,North Township Enclave,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,0,00016B
LABETTE,Oswego City Ward 1,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,63,000180
LABETTE,Oswego City Ward 1,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,165,000180
LABETTE,Oswego City Ward 2,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,71,00019A
LABETTE,Oswego City Ward 2,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,166,00019A
LABETTE,Oswego City Ward 3,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,51,000200
LABETTE,Oswego City Ward 3,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,119,000200
LABETTE,Oswego Township,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,32,000210
LABETTE,Oswego Township,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,102,000210
LABETTE,Parsons Ward 1 Precinct 1,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,95,000220
LABETTE,Parsons Ward 1 Precinct 1,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,209,000220
LABETTE,Parsons Ward 1 Precinct 2,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,49,000230
LABETTE,Parsons Ward 1 Precinct 2,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,122,000230
LABETTE,Parsons Ward 1 Precinct 3,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,58,00024A
LABETTE,Parsons Ward 1 Precinct 3,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,85,00024A
LABETTE,Parsons Ward 1 Precinct 3 Exclave,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,0,00024B
LABETTE,Parsons Ward 1 Precinct 3 Exclave,Kansas House of Representatives,7,"Proehl, Richard J. ",Richard,J.,Proehl,,Republican,0,00024B
LABETTE,Parsons Ward 2 Precinct 1,Kansas House of Representatives,7,"Knewtson, H Dean ",H,Dean,Knewtson,,Democratic,22,000250
